game_id,possession_number,period,period_bucket,offense_team,defense_team,seconds_left_in_game,score_difference,L_t,F_t,N_t,M_t,score_margin_excluded_t,intentional_foul_excluded_t,controlled_excluded_t
0022500732,165,4,4,CLE,LAC,469.0,28,0,0,0,0,1,0,1
0022500732,166,4,4,LAC,CLE,462.0,-28,0,0,0,0,1,0,1
0022500732,167,4,4,CLE,LAC,458.0,30,0,0,0,0,1,0,1
0022500732,168,4,4,LAC,CLE,435.0,-28,0,0,0,0,1,0,1
0022500732,169,4,4,CLE,LAC,422.0,28,0,0,0,0,1,0,1
0022500732,170,4,4,LAC,CLE,418.0,-28,0,0,0,0,1,0,1
0022500732,171,4,4,CLE,LAC,409.0,31,0,0,0,0,1,0,1
0022500732,172,4,4,LAC,CLE,379.0,-31,0,0,0,0,1,0,1
0022500732,173,4,4,CLE,LAC,374.0,33,0,0,0,0,1,0,1
0022500732,174,4,4,LAC,CLE,360.0,-33,0,0,0,0,1,0,1
0022500732,175,4,4,CLE,LAC,348.0,33,0,0,0,0,1,0,1
0022500732,176,4,4,LAC,CLE,324.0,-30,0,0,0,0,1,0,1
0022500732,177,4,4,CLE,LAC,306.0,33,0,0,0,0,1,0,1
0022500732,178,4,4,LAC,CLE,281.0,-30,0,0,0,0,1,0,1
0022500732,179,4,4,CLE,LAC,265.0,32,0,0,0,0,1,0,1
0022500732,180,4,4,LAC,CLE,243.0,-32,0,0,0,0,1,0,1
0022500732,181,4,4,CLE,LAC,237.0,34,0,0,0,0,1,0,1
0022500732,182,4,4,LAC,CLE,220.0,-32,0,0,0,0,1,0,1
0022500732,183,4,4,CLE,LAC,206.0,32,0,0,0,0,1,0,1
0022500732,184,4,4,LAC,CLE,197.999,-32,0,0,1,0,1,0,1
0022500732,185,4,4,CLE,LAC,177.0,34,0,0,1,0,1,0,1
0022500732,186,4,4,LAC,CLE,162.998,-32,0,1,0,1,1,0,1
0022500732,187,4,4,CLE,LAC,150.0,32,1,0,0,0,1,0,1
0022500732,188,4,4,LAC,CLE,135.0,-32,1,0,0,0,1,0,1
0022500732,189,4,4,CLE,LAC,118.0,34,0,0,0,0,1,0,1
0022500732,190,4,4,LAC,CLE,106.0,-34,0,0,0,0,1,0,1
0022500732,191,4,4,CLE,LAC,82.0,34,0,0,0,0,1,0,1
0022500732,192,4,4,LAC,CLE,76.999,-34,0,0,0,0,1,0,1
0022500732,193,4,4,CLE,LAC,61.0,34,0,0,0,0,1,0,1
0022500732,194,4,4,LAC,CLE,52.5,-32,0,0,0,0,1,0,1
0022500732,195,4,4,CLE,LAC,22.4,35,0,0,0,0,1,0,1
0022500732,196,4,4,LAC,CLE,6.4,-33,0,0,0,0,1,0,1
0022500732,197,4,4,CLE,LAC,0.0,33,0,0,0,0,1,0,1
